Latitude,Longitude,Altitude,Distance_3D_m,RSSI_dBm,AP_Label
47.398,8.54634,15.21,48.388,-72,90:d7:23:69:16:70
47.398,8.54634,15.21,28.9041,-66,7c:cd:d1:a0:1b:21
47.398,8.54632,15.21,40.8568,-70,cd:b6:52:f6:89:43
47.398,8.54632,15.21,38.473,-69,85:92:3b:56:c7:33
47.398,8.54632,15.21,31.707,-67,cf:b0:58:77:a8:b2
47.398,8.54632,15.21,48.045,-72,90:d7:23:69:16:70
47.398,8.54632,15.21,27.8489,-66,7c:cd:d1:a0:1b:21
47.398,8.54628,15.21,38.9217,-69,cd:b6:52:f6:89:43
47.398,8.54628,15.21,35.8051,-68,85:92:3b:56:c7:33
47.398,8.54628,15.21,32.7638,-67,cf:b0:58:77:a8:b2
47.398,8.54628,15.21,46.7096,-71,90:d7:23:69:16:70
47.398,8.54628,15.21,26.0573,-65,7c:cd:d1:a0:1b:21
47.398,8.54622,15.2,36.6382,-69,cd:b6:52:f6:89:43
47.398,8.54622,15.2,32.942,-67,85:92:3b:56:c7:33
47.398,8.54622,15.2,34.8649,-68,cf:b0:58:77:a8:b2
47.398,8.54622,15.2,45.7096,-71,90:d7:23:69:16:70
47.398,8.54622,15.2,24.1682,-64,7c:cd:d1:a0:1b:21
47.398,8.54619,15.18,35.5972,-68,cd:b6:52:f6:89:43
47.398,8.54619,15.18,31.8504,-67,85:92:3b:56:c7:33
47.398,8.54619,15.18,36.1658,-68,cf:b0:58:77:a8:b2
47.398,8.54619,15.18,45.5625,-71,90:d7:23:69:16:70
47.398,8.54619,15.18,23.415,-64,7c:cd:d1:a0:1b:21
47.398,8.54618,15.19,34.9922,-68,cd:b6:52:f6:89:43
47.398,8.54618,15.19,31.4601,-67,85:92:3b:56:c7:33
47.398,8.54618,15.19,36.9679,-69,cf:b0:58:77:a8:b2
47.398,8.54618,15.19,45.6783,-71,90:d7:23:69:16:70
47.398,8.54618,15.19,22.9787,-64,7c:cd:d1:a0:1b:21
47.398,8.54617,15.19,34.7727,-68,cd:b6:52:f6:89:43
47.398,8.54617,15.19,31.0893,-67,85:92:3b:56:c7:33
47.398,8.54617,15.19,37.301,-69,cf:b0:58:77:a8:b2
47.398,8.54617,15.19,45.5654,-71,90:d7:23:69:16:70
47.398,8.54617,15.19,22.8716,-63,7c:cd:d1:a0:1b:21
47.398,8.54616,15.19,34.6554,-68,cd:b6:52:f6:89:43
47.398,8.54616,15.19,30.8872,-67,85:92:3b:56:c7:33
47.398,8.54616,15.19,37.4895,-69,cf:b0:58:77:a8:b2
47.398,8.54616,15.19,45.5065,-71,90:d7:23:69:16:70
47.398,8.54616,15.19,22.8198,-63,7c:cd:d1:a0:1b:21
47.398,8.54616,14.81,34.9229,-68,cd:b6:52:f6:89:43
47.398,8.54616,14.81,31.0943,-67,85:92:3b:56:c7:33
47.398,8.54616,14.81,37.7092,-69,cf:b0:58:77:a8:b2
47.398,8.54616,14.81,45.7393,-71,90:d7:23:69:16:70
47.398,8.54616,14.81,23.1277,-64,7c:cd:d1:a0:1b:21
47.398,8.54616,13.4,36.0159,-68,cd:b6:52:f6:89:43
47.398,8.54616,13.4,32.0343,-67,85:92:3b:56:c7:33
47.398,8.54616,13.4,38.4087,-69,cf:b0:58:77:a8:b2
47.398,8.54616,13.4,46.6614,-71,90:d7:23:69:16:70
47.398,8.54616,13.4,24.3218,-64,7c:cd:d1:a0:1b:21
47.398,8.54616,11.95,37.386,-69,cd:b6:52:f6:89:43
47.398,8.54616,11.95,32.832,-67,85:92:3b:56:c7:33
47.398,8.54616,11.95,38.8835,-69,cf:b0:58:77:a8:b2
47.398,8.54616,11.95,47.3311,-71,90:d7:23:69:16:70
47.398,8.54616,11.95,25.7784,-65,7c:cd:d1:a0:1b:21
47.398,8.54616,10.47,38.5909,-69,cd:b6:52:f6:89:43
47.398,8.54616,10.47,33.9304,-68,85:92:3b:56:c7:33
47.398,8.54616,10.47,39.6678,-69,cf:b0:58:77:a8:b2
47.398,8.54616,10.47,48.3661,-72,90:d7:23:69:16:70
47.398,8.54616,10.47,27.0742,-65,7c:cd:d1:a0:1b:21
47.398,8.54616,9.03,39.7615,-69,cd:b6:52:f6:89:43
47.398,8.54616,9.03,34.9918,-68,85:92:3b:56:c7:33
47.398,8.54616,9.03,40.5024,-70,cf:b0:58:77:a8:b2
47.398,8.54616,9.03,49.3846,-72,90:d7:23:69:16:70
47.398,8.54616,9.03,28.3447,-66,7c:cd:d1:a0:1b:21
47.398,8.54616,7.81,40.7668,-70,cd:b6:52:f6:89:43
47.398,8.54616,7.81,35.9116,-68,85:92:3b:56:c7:33
47.398,8.54616,7.81,41.2357,-70,cf:b0:58:77:a8:b2
47.398,8.54616,7.81,50.2636,-72,90:d7:23:69:16:70
47.398,8.54616,7.81,29.4333,-66,7c:cd:d1:a0:1b:21
47.398,8.54616,6.76,41.6412,-70,cd:b6:52:f6:89:43
47.398,8.54616,6.76,36.7172,-69,85:92:3b:56:c7:33
47.398,8.54616,6.76,41.885,-70,cf:b0:58:77:a8:b2
47.398,8.54616,6.76,51.0314,-72,90:d7:23:69:16:70
47.398,8.54616,6.76,30.3782,-67,7c:cd:d1:a0:1b:21
47.398,8.54616,5.89,42.3718,-70,cd:b6:52:f6:89:43
47.398,8.54616,5.89,37.394,-69,85:92:3b:56:c7:33
47.398,8.54616,5.89,42.4352,-70,cf:b0:58:77:a8:b2
47.398,8.54616,5.89,51.6751,-72,90:d7:23:69:16:70
47.398,8.54616,5.89,31.1662,-67,7c:cd:d1:a0:1b:21
47.398,8.54616,5.14,43.0057,-70,cd:b6:52:f6:89:43
47.398,8.54616,5.14,37.9837,-69,85:92:3b:56:c7:33
47.398,8.54616,5.14,42.9179,-70,cf:b0:58:77:a8:b2
47.398,8.54616,5.14,52.2353,-72,90:d7:23:69:16:70
47.398,8.54616,5.14,31.8489,-67,7c:cd:d1:a0:1b:21
47.398,8.54616,4.45,43.5922,-70,cd:b6:52:f6:89:43
47.398,8.54616,4.45,38.5311,-69,85:92:3b:56:c7:33
47.398,8.54616,4.45,43.3688,-70,cf:b0:58:77:a8:b2
47.398,8.54616,4.45,52.7548,-73,90:d7:23:69:16:70
47.398,8.54616,4.45,32.4797,-67,7c:cd:d1:a0:1b:21
47.398,8.54616,3.74,44.1988,-71,cd:b6:52:f6:89:43
47.398,8.54616,3.74,39.0992,-69,85:92:3b:56:c7:33
47.398,8.54616,3.74,43.8392,-71,cf:b0:58:77:a8:b2
47.398,8.54616,3.74,53.2934,-73,90:d7:23:69:16:70
47.398,8.54616,3.74,33.1312,-68,7c:cd:d1:a0:1b:21
47.398,8.54616,3.05,44.7913,-71,cd:b6:52:f6:89:43
47.398,8.54616,3.05,39.6556,-69,85:92:3b:56:c7:33
47.398,8.54616,3.05,44.3024,-71,cf:b0:58:77:a8:b2
47.398,8.54616,3.05,53.8207,-73,90:d7:23:69:16:70
47.398,8.54616,3.05,33.7666,-68,7c:cd:d1:a0:1b:21
47.398,8.54616,2.35,45.3951,-71,cd:b6:52:f6:89:43
47.398,8.54616,2.35,40.2243,-70,85:92:3b:56:c7:33
47.398,8.54616,2.35,44.7784,-71,cf:b0:58:77:a8:b2
47.398,8.54616,2.35,54.3593,-73,90:d7:23:69:16:70
47.398,8.54616,2.35,34.4133,-68,7c:cd:d1:a0:1b:21
47.398,8.54616,1.66,45.993,-71,cd:b6:52:f6:89:43
47.398,8.54616,1.66,40.7889,-70,85:92:3b:56:c7:33
47.398,8.54616,1.66,45.2533,-71,cf:b0:58:77:a8:b2
47.398,8.54616,1.66,54.8938,-73,90:d7:23:69:16:70
47.398,8.54616,1.66,35.0528,-68,7c:cd:d1:a0:1b:21
47.398,8.54616,0.96,46.6021,-71,cd:b6:52:f6:89:43
47.398,8.54616,0.96,41.3655,-70,85:92:3b:56:c7:33
47.398,8.54616,0.96,45.7406,-71,cf:b0:58:77:a8:b2
47.398,8.54616,0.96,55.4395,-73,90:d7:23:69:16:70
47.398,8.54616,0.96,35.7036,-68,7c:cd:d1:a0:1b:21
